学校-老师	课程名称	课程内容与评价,,,,,,
"评价：内容太多了！课上本来就很忙，有作业有presentation，还搞毛个mooc整这些玩意！到最后啥有用的也没学到，就像想学开车，你们教半天汽车内燃机构造原理！！！！有个毛线用啊！！！！！""",,,,,,
"9020-中国农业大学-阚道宏	C++语言程序设计（上）	""概述：《C++语言程序设计》包含两个概念：程序设计是求解问题的思想，C++则是表达思想的语言。本课程面向零基础学习者，重点学习程序设计原理和方法。课程选用C++语言作为程序设计的入门语言，教学内容分为两部分：上半部分学习“程序设计基础”与“结构化程序设计”，下半部分学习“面向对象程序设计”。",,,,,,
"评价：视屏讲述过于书面化，与书本无异。书面化的阅读即可，讲述应该另辟蹊径。""",,,,,,
"20002-中央财经大学-张云起	市场营销学	""概述：课程根据我国市场营销专业的特点，制定了“6+1”的在线教学资源：纸质教材、教学课件、在线视频、案例库、试题库、实训平台、营销扑克游戏等；探索了单元式教学模式，利用营销成语、理论介绍、案例分析、古代大商人、营销典故、思考与练习等方式把市场营销学的理论与实践紧密结合。",,,,,,
"评价：已经购买教材并参与学习。对于学生来说学术性很强，对于工作的人来说很多地方不实用，检测题太繁琐，知识点没有轻重点。总的来说市场营销的内容讲的还是很详细的。期望能改进一下课后检测的内容，以讨论为主。我们需要的是课后发散的思维，而不是学术的刻板的教条内容。减少一下互评的次数，一个单元评价5次，一共15个单元，互评75次。对于工作的人来说确实太繁琐了。""",,,,,,
"106001-中南财经政法大学-宋伟良	国际贸易学	""概述：本课程依托于本校国家级一流本科专业（国际经济与贸易）而建设，2020年被教育部评为首批国家级一流本科课程。在经济全球化的今天，各国之间的贸易活动越来越频繁。随着中国经济全球化进程的加快，对国际化人才的需求与日倍增，通过系统学习本课程，有助于学生们建立起国际化思维，掌握国际经贸活动所需的基础知识。",,,,,,
"评价：这门课绝对物超所值！绝对是精品中的精品！ 将国际贸易各种理论讲的通俗易懂，体现了老师们高超的教学水平和理论功底！ 期待老师们的其他精品课程！""",,,,,,
"9018-北京师范大学-王文周	管理学	""概述：管理学课程适应互联网学习的特点，以微课形式为学习者构建了一个立体化、沉浸式、迭代型的学习平台。课程讲授力求将知识传授、能力培养和价值引导做到深度协同，有机统一。课程讲授定位从现实工作与生活的角度出发，力求通俗易懂，希望给学习者搭建一个不枯燥的学习平台，利用碎片化的时间系统地掌握管理学科的普遍规律、基本原理和重要工具方法。提升管理自我、管理人际、管理团队以及管理组织方面的能力与素质。课程获评“国家精品在线开放课程”。本课程在之前已经开设七轮，超过十万余位朋友选听课，在认真听取众多学习者们建议基础上，在视频内容、课后辅助练习方面都进行了大规模的更新迭代，更新比超过95%，并围绕该课程出版了配套微课版教材。希望能够更好满足线上学习者的需求，为大家带来更多的价值。",,,,,,
"评价：这个课堂是我学习过的慕课中做得最差的一个，课程内容照本宣科了无新意，课程设计死板教条不合常理，漏洞错误一大堆，这样的课程该从中国MOOC中给踢出去。""",,,,,,
"1001176001-爱课程-马秀芳	教学研究的数据处理与工具应用	""概述：针对中小学教师在分析教学研究数据时存在的问题，本课程详细讲解了应用软件工具分析问卷数据、实验数据、课堂观察数据和访谈数据的过程与方法，以期帮助一线教师提升教学数据分析能力、形成高质量的研究成果。",,,,,,
"评价：该课程组织条理清晰，但是有些视频过长，这会影响观看这的视觉疲劳，建议以后还可以进一步分配。学习该课程最打的收获就是学会了一些新的分析数据的方法，比如弗兰德斯，收获颇多。""",,,,,,
"9002-南京大学-王海啸	大学英语学术阅读	""概述：本课程旨在为学生提供系统的学术英语阅读学习与训练。课程主讲教师具有多年从事学术英语教学与研究的经验，多次获得省级和国家级教学成果奖，主持多个省和教育部教学改革项目，包括国家级精品课程和国家级精品资源共享课。本课程于2018年获评国家精品在线开放课程。课程主持人基于本课程获得2019年度线上线下混合式国级一流课程。",,,,,,
"评价：《大学英语学术阅读》开的时间不算长，但很精，通过该课程，我对南大有了一个初步认识，也享受着资源共享带来的便利，让我这个普通学校的本科生也能近距离地感受名校的课程。南京大学，赞！中国MOOC，赞!""",,,,,,
"8015-华东师范大学-戴浩晖	数学分析（一）	""概述：“数学分析”是一门重要的数学基础课程。本课程重视数学理论的完整性和逻辑性，对学生数学思想的形成，理性思维的训练，后继课程的学习都有着及其重要的意义；是学生今后学习数学，进行数学理论研究，从事数学应用和数学教学的理论基础。",,,,,,
"评价：真的是非常失望，不过是念了一遍PPT""",,,,,,
"74001-北京交通大学-李清勇	算法设计与问题求解	""概述：本课程以计算机经典问题求解为导向，通用算法思维和编码能力培养为目标，引入ACM 国际大学生程序设计竞赛的有益元素，精心安排课程的理论教学和编程实践。本课程学习将帮助学员提高计算思维和程序设计能力，帮助学员应对IT公司的算法笔试/面试或者研究生入学考试的机考/面试。",,,,,,
"评价：结课了想再回看一遍视频，看不了怎么办呀""",,,,,,
"9012-重庆大学-罗远新	工程制图	""概述：重庆大学工程制图系列课程是首批国家精品课程，首批国家精品资源共享课程，经过多年积累，形成了完备的教学资源。课程具有经验丰富的教学团队，完善的年轻教师培养机制。重庆大学工程制图教研组注重学生知识学习，也重视学生综合能力——如口头表达，书面表达，设计思想表达，工程图表达等能力的培养。",,,,,,
"评价：这堂课好极了，帮助我巩固了知识点。""",,,,,,
"1001195001-暨南大学-李伟权	行政职业能力提升	""概述：《行政职业能力提升》课程是为广大学生和在职工作人员进行行政职业能力培养与训练的课程。通过学习，学员可以提升未来行政职场上的竞争力，打造行政精神、提升行政气质、强化沟通能力，训练行政口才，改变行政意识，有效提升应对公务员、事业单位以及各大企业行政能力测试的考试能力，提高职业竞争力。",,,,,,
"评价：老师讲课的态度是诚恳的，也向课程团队的努力表示感谢。但是该课程有些硬伤，比如老师在课程中说他挂职任副县长时，在一个绿道工程建设项目中，上级领导两个月之后要来检查，因为走招投标时间长可能来不及应付领导检查，所以就把工程拆分，规避招投标程序，以此能够赶上领导的检查。老师把这个作为一个典型案例进行宣传，还沾沾自喜，我想，这显然是对学生的误导，因为上述行为显然是故意拆分工程规避招投标的违纪行为，相关人员理应该受到党纪政务处分。上述行为也是形式主义、官僚主义的一种表...""",,,,,,
"8011-北京航空航天大学-李尚志	线性代数启蒙	""概述：GPS(导航仪)不代替你开车",但可以为你指路。本课程的目的是指引一条路线，帮助你顺利进入线性代数之门。 很多学生害怕线性代数,是因为它抽象，戴上了一副“奉天承运皇帝诏曰从天而降的抽象定义和推理”的恐怖面具。本课程希望揭开这层面具，让它素面朝天，露出平易近人的真容。,,,,
"评价：给一星那个你是不是脑子有问题啊，自己不会用这个mooc怪别人把课程关闭 ，查看往期内容不会吗？ 而且又没人收你钱，免费的课，吊高来买真说的出来，课程评价这功能就是你发泄情绪的地方是吧。讲道理老师讲的很不错，评分是你这么评的？这门启蒙课确实让人感受线性代数的魅力，确实厉害。""",,,,,,
